tiktoker_name,tiktok_name,subscribers_count,views_avg,likes_avg,comments_avg,shares_avg
cardncyn,Carddd,1500000.0,2500000.0,27110000.000000004,,
mariahandbill,Mariah and Bill ღ,13900000.0,2700000.0,21780000.0,120000.0,
jamal.jamael,Karim Jamal,2600000.0,1400000.0,20340000.0,240000.0,
nastasyashinee,🇮🇩 BAGUS ISTRI 🇮🇩,4900000.0,2500000.0,15450000.0,160000.0,
riska_nurwidia,Riska Nur Widia,2600000.0,2500000.0,27680000.0,,
ermo1enko,🖤ТВОЯ ВЕЧЕРИНКА🖤,1700000.0,1700000.0,32630000.0,,
mackenzieziegler,Mackenzie Ziegler,22100000.0,2100000.0,32550000.0,100000.0,
yarenalaca,Yaren Alaca,5400000.0,1600000.0,11920000.0,459999.99999999994,
gabrielvalland,Gabriel Valland,95820000.0,1100000.0,25789999.999999996,170000.0,170000.0
judiitharias,Judith & Ángel 🙋🏻‍♀️🙋🏽‍♂️,15700000.0,3100000.0,30200000.0,,
adamrayokay,ADAMRAY,6800000.0,1900000.0,21760000.0,170000.0,
ethob0t,Ethobot,53420000.00000001,2400000.0,20310000.0,130000.0,
soylapizito,lapizito,13300000.0,2100000.0,27720000.0,120000.0,
fadeewa_makeup,Фадеева🦞,76020000.0,1300000.0,11320000.0,170000.0,459999.99999999994
rosssmith,Ross Smith,21800000.0,1400000.0,26330000.0,,170000.0
bentleybuilds,Bentley Bastian,7200000.0,3100000.0,7759999.999999999,,310000.0
edwinmendozza,𝖊𝖉𝖜𝖎𝖓,14200000.0,1800000.0,39360000.0,100000.0,
cocielo,Júlio Cocielo,4300000.0,1300000.0,20460000.0,150000.0,200000.0
riqqo_,Riqqo_,6600000.0,2900000.0,17030000.0,150000.0,
lgndfrvr,LGNDFRVR,15800000.0,1900000.0,24130000.0,,130000.0
jajad5,jajad5,63079999.99999999,98240000.0,26380000.0,210000.0,150000.0
cocinaconcoqui,cocinaconcoqui,2000000.0,1400000.0,27830000.0,,170000.0
rucenuenda1,Ruce Nuenda,1100000.0,1600000.0,28089999.999999996,150000.0,
thaotaotau,Phương Thảo,5100000.0,2500000.0,26789999.999999996,120000.0,
brycehall,Bryce Hall,21300000.0,2400000.0,28320000.0,,
just_dt,Dt,8900000.0,1100000.0,19860000.0,180000.0,250000.0
seleterr,seleterr,2710000.0,1500000.0,18050000.0,,250000.0
teamsport_philipp,Teamsport_Philipp,2320000.0,95720000.0,14040000.0,210000.0,459999.99999999994
arananadam38,Okan Taşdemir,17510000.0,2000000.0,6000000.0,,660000.0
mngnzls,MONA,13000000.0,2600000.0,19110000.0,150000.0,
niico_pr,миша,1100000.0,1400000.0,19770000.0,190000.0,130000.0
keemokazi,KEEMOKAZI,26000000.0,2100000.0,25600000.0,140000.0,
vivi,Vivi,10300000.0,1700000.0,22470000.0,200000.0,
german_crusader,Stardust Crusader,9900000.0,90250000.0,14900000.0,160000.0,509999.99999999994
whitehernandez,Blanca Hernández,11260000.0,1400000.0,22970000.0,140000.0,140000.0
shyazryne,aEiOu,8620000.0,2900000.0,31600000.0,,
rozhkova.olesya,Roozhkova,85000000.0,1500000.0,19720000.0,,210000.0
mosqvin_,Та самая училка❤️🔥,2600000.0,1900000.0,34850000.0,,
sepultacion,mari,6400000.0,1300000.0,30139999.999999996,190000.0,
kaansanity,aakaanksh,4900000.0,1100000.0,8640000.0,,880000.0000000001
dizzlipin,diZzLipin,90960000.0,1900000.0,7990000.000000001,550000.0,
aldomirandar,😂 Aldo Miranda 😂,8400000.0,1300000.0,21270000.0,,270000.0
nicolebernaal,nicolebernaal,4000000.0,2200000.0,35130000.0,,
bellaretamosa,bella,5100000.0,2500000.0,34040000.0,,
tunico80,🌠Antonio Tonon🌠,5800000.0,1000000.0,20680000.0,200000.0,210000.0
armon.warren,Armoney,1200000.0,1900000.0,30080000.0,,
soanhvadiephihi,Soanh x Diệp 💎,1600000.0,2600000.0,27320000.0,,
